"","GEOID","COUNTY_ALPHA","STATE_ALPHA","YEAR","Information Source","proportion"
"547","04009","GRAHAM","ARIZONA",2018,"Press ",8.72
"548","04012","LA PAZ","ARIZONA",2018,"Press ",0
"549","04013","MARICOPA","ARIZONA",2018,"Press ",4.5
"550","04019","PIMA","ARIZONA",2018,"Press ",0
"551","04021","PINAL","ARIZONA",2018,"Press ",0.22
"552","04025","YAVAPAI","ARIZONA",2018,"Press ",8.94
"553","04027","YUMA","ARIZONA",2018,"Press ",5.49
"554","06007","BUTTE","CALIFORNIA",2018,"Press ",13.27
"555","06011","COLUSA","CALIFORNIA",2018,"Press ",2.66
"556","06013","CONTRA COSTA","CALIFORNIA",2018,"Press ",17.75
"557","06017","EL DORADO","CALIFORNIA",2018,"Press ",13.45
"558","06019","FRESNO","CALIFORNIA",2018,"Press ",7.57
"559","06021","GLENN","CALIFORNIA",2018,"Press ",7.49
"560","06025","IMPERIAL","CALIFORNIA",2018,"Press ",11.01
"561","06029","KERN","CALIFORNIA",2018,"Press ",8.9
"562","06031","KINGS","CALIFORNIA",2018,"Press ",8
"563","06035","LASSEN","CALIFORNIA",2018,"Press ",0.39
"564","06037","LOS ANGELES","CALIFORNIA",2018,"Press ",13.28
"565","06039","MADERA","CALIFORNIA",2018,"Press ",9.47
"566","06045","MENDOCINO","CALIFORNIA",2018,"Press ",3.81
"567","06047","MERCED","CALIFORNIA",2018,"Press ",3.82
"568","06049","MODOC","CALIFORNIA",2018,"Press ",4.73
"569","06053","MONTEREY","CALIFORNIA",2018,"Press ",2.88
"570","06055","NAPA","CALIFORNIA",2018,"Press ",9.57
"571","06057","NEVADA","CALIFORNIA",2018,"Press ",9.74
"572","06061","PLACER","CALIFORNIA",2018,"Press ",9.21
"573","06065","RIVERSIDE","CALIFORNIA",2018,"Press ",5.95
"574","06067","SACRAMENTO","CALIFORNIA",2018,"Press ",0
"575","06069","SAN BENITO","CALIFORNIA",2018,"Press ",0
"576","06071","SAN BERNARDINO","CALIFORNIA",2018,"Press ",7.01
"577","06073","SAN DIEGO","CALIFORNIA",2018,"Press ",10.22
"578","06077","SAN JOAQUIN","CALIFORNIA",2018,"Press ",5.18
"579","06079","SAN LUIS OBISPO","CALIFORNIA",2018,"Press ",8.8
"580","06083","SANTA BARBARA","CALIFORNIA",2018,"Press ",10.7
"581","06085","SANTA CLARA","CALIFORNIA",2018,"Press ",0
"582","06087","SANTA CRUZ","CALIFORNIA",2018,"Press ",0
"583","06089","SHASTA","CALIFORNIA",2018,"Press ",5.83
"584","06093","SISKIYOU","CALIFORNIA",2018,"Press ",4.97
"585","06095","SOLANO","CALIFORNIA",2018,"Press ",2.25
"586","06097","SONOMA","CALIFORNIA",2018,"Press ",4.79
"587","06099","STANISLAUS","CALIFORNIA",2018,"Press ",3.17
"588","06101","SUTTER","CALIFORNIA",2018,"Press ",3.09
"589","06103","TEHAMA","CALIFORNIA",2018,"Press ",5.27
"590","06107","TULARE","CALIFORNIA",2018,"Press ",5.26
"591","06111","VENTURA","CALIFORNIA",2018,"Press ",3.21
"592","06113","YOLO","CALIFORNIA",2018,"Press ",2.9
"593","06115","YUBA","CALIFORNIA",2018,"Press ",2.41
"594","08013","BOULDER","COLORADO",2018,"Press ",1.98
"595","08021","CONEJOS","COLORADO",2018,"Press ",0
"596","08029","DELTA","COLORADO",2018,"Press ",2.43
"597","08043","FREMONT","COLORADO",2018,"Press ",8.22
"598","08045","GARFIELD","COLORADO",2018,"Press ",7.8
"599","08049","GRAND","COLORADO",2018,"Press ",1.67
"600","08051","GUNNISON","COLORADO",2018,"Press ",0.52
"601","08057","JACKSON","COLORADO",2018,"Press ",0
"602","08063","KIT CARSON","COLORADO",2018,"Press ",6.06
"603","08067","LA PLATA","COLORADO",2018,"Press ",3.38
"604","08069","LARIMER","COLORADO",2018,"Press ",4.29
"605","08075","LOGAN","COLORADO",2018,"Press ",0.69
"606","08077","MESA","COLORADO",2018,"Press ",7.67
"607","08083","MONTEZUMA","COLORADO",2018,"Press ",8.19
"608","08085","MONTROSE","COLORADO",2018,"Press ",7
"609","08087","MORGAN","COLORADO",2018,"Press ",0.43
"610","08089","OTERO","COLORADO",2018,"Press ",1.28
"611","08095","PHILLIPS","COLORADO",2018,"Press ",0
"612","08099","PROWERS","COLORADO",2018,"Press ",0
"613","08101","PUEBLO","COLORADO",2018,"Press ",0
"614","08103","RIO BLANCO","COLORADO",2018,"Press ",8.96
"615","08115","SEDGWICK","COLORADO",2018,"Press ",10.91
"616","08123","WELD","COLORADO",2018,"Press ",6.27
"617","08125","YUMA","COLORADO",2018,"Press ",7.46
"618","32001","CHURCHILL","NEVADA",2018,"Press ",4.9
"619","32005","DOUGLAS","NEVADA",2018,"Press ",0
"620","32007","ELKO","NEVADA",2018,"Press ",14.71
"621","32013","HUMBOLDT","NEVADA",2018,"Press ",0.65
"622","32019","LYON","NEVADA",2018,"Press ",0.72
"623","32027","PERSHING","NEVADA",2018,"Press ",9.09
"624","32031","WASHOE","NEVADA",2018,"Press ",1.01
"625","35001","BERNALILLO","NEW MEXICO",2018,"Press ",0
"626","35005","CHAVES","NEW MEXICO",2018,"Press ",0
"627","35013","DONA ANA","NEW MEXICO",2018,"Press ",8.62
"628","35025","LEA","NEW MEXICO",2018,"Press ",0
"629","35035","OTERO","NEW MEXICO",2018,"Press ",0
"630","35037","QUAY","NEW MEXICO",2018,"Press ",7.66
"631","35039","RIO ARRIBA","NEW MEXICO",2018,"Press ",0
"632","35043","SANDOVAL","NEW MEXICO",2018,"Press ",1.14
"633","35045","SAN JUAN","NEW MEXICO",2018,"Press ",6.38
"634","35053","SOCORRO","NEW MEXICO",2018,"Press ",0
"635","35055","TAOS","NEW MEXICO",2018,"Press ",5.64
"636","35061","VALENCIA","NEW MEXICO",2018,"Press ",9.36
"637","49003","BOX ELDER","UTAH",2018,"Press ",3.88
"638","49005","CACHE","UTAH",2018,"Press ",4.52
"639","49007","CARBON","UTAH",2018,"Press ",0
"640","49011","DAVIS","UTAH",2018,"Press ",11.51
"641","49013","DUCHESNE","UTAH",2018,"Press ",2.72
"642","49021","IRON","UTAH",2018,"Press ",6.25
"643","49027","MILLARD","UTAH",2018,"Press ",6.07
"644","49033","RICH","UTAH",2018,"Press ",2.36
"645","49035","SALT LAKE","UTAH",2018,"Press ",0
"646","49039","SANPETE","UTAH",2018,"Press ",0.61
"647","49041","SEVIER","UTAH",2018,"Press ",4.1
"648","49043","SUMMIT","UTAH",2018,"Press ",2.75
"649","49045","TOOELE","UTAH",2018,"Press ",0
"650","49047","UINTAH","UTAH",2018,"Press ",0
"651","49049","UTAH","UTAH",2018,"Press ",0
"652","49051","WASATCH","UTAH",2018,"Press ",0
"653","49053","WASHINGTON","UTAH",2018,"Press ",1.6
"654","49057","WEBER","UTAH",2018,"Press ",4.81
"655","04003","COCHISE","ARIZONA",2018,"Neighbors ",10.23
"656","04009","GRAHAM","ARIZONA",2018,"Neighbors ",24.62
"657","04012","LA PAZ","ARIZONA",2018,"Neighbors ",27.12
"658","04013","MARICOPA","ARIZONA",2018,"Neighbors ",23.54
"659","04019","PIMA","ARIZONA",2018,"Neighbors ",15.38
"660","04021","PINAL","ARIZONA",2018,"Neighbors ",23.66
"661","04025","YAVAPAI","ARIZONA",2018,"Neighbors ",18.44
"662","04027","YUMA","ARIZONA",2018,"Neighbors ",18.68
"663","06007","BUTTE","CALIFORNIA",2018,"Neighbors ",14.06
"664","06011","COLUSA","CALIFORNIA",2018,"Neighbors ",15.2
"665","06013","CONTRA COSTA","CALIFORNIA",2018,"Neighbors ",17.75
"666","06017","EL DORADO","CALIFORNIA",2018,"Neighbors ",10.52
"667","06019","FRESNO","CALIFORNIA",2018,"Neighbors ",12.57
"668","06021","GLENN","CALIFORNIA",2018,"Neighbors ",15.82
"669","06025","IMPERIAL","CALIFORNIA",2018,"Neighbors ",12.89
"670","06029","KERN","CALIFORNIA",2018,"Neighbors ",9.7
"671","06031","KINGS","CALIFORNIA",2018,"Neighbors ",19.97
"672","06035","LASSEN","CALIFORNIA",2018,"Neighbors ",5.49
"673","06037","LOS ANGELES","CALIFORNIA",2018,"Neighbors ",28.12
"674","06039","MADERA","CALIFORNIA",2018,"Neighbors ",15.29
"675","06045","MENDOCINO","CALIFORNIA",2018,"Neighbors ",15.42
"676","06047","MERCED","CALIFORNIA",2018,"Neighbors ",17.07
"677","06049","MODOC","CALIFORNIA",2018,"Neighbors ",19.82
"678","06053","MONTEREY","CALIFORNIA",2018,"Neighbors ",19.88
"679","06055","NAPA","CALIFORNIA",2018,"Neighbors ",15.49
"680","06057","NEVADA","CALIFORNIA",2018,"Neighbors ",16.85
"681","06061","PLACER","CALIFORNIA",2018,"Neighbors ",14.87
"682","06065","RIVERSIDE","CALIFORNIA",2018,"Neighbors ",17.15
"683","06067","SACRAMENTO","CALIFORNIA",2018,"Neighbors ",29.95
"684","06069","SAN BENITO","CALIFORNIA",2018,"Neighbors ",27.51
"685","06071","SAN BERNARDINO","CALIFORNIA",2018,"Neighbors ",21.02
"686","06073","SAN DIEGO","CALIFORNIA",2018,"Neighbors ",16.23
"687","06077","SAN JOAQUIN","CALIFORNIA",2018,"Neighbors ",13.96
"688","06079","SAN LUIS OBISPO","CALIFORNIA",2018,"Neighbors ",9.85
"689","06083","SANTA BARBARA","CALIFORNIA",2018,"Neighbors ",13.96
"690","06085","SANTA CLARA","CALIFORNIA",2018,"Neighbors ",8.29
"691","06087","SANTA CRUZ","CALIFORNIA",2018,"Neighbors ",28.12
"692","06089","SHASTA","CALIFORNIA",2018,"Neighbors ",20.47
"693","06093","SISKIYOU","CALIFORNIA",2018,"Neighbors ",18.23
"694","06095","SOLANO","CALIFORNIA",2018,"Neighbors ",13.3
"695","06097","SONOMA","CALIFORNIA",2018,"Neighbors ",13.47
"696","06099","STANISLAUS","CALIFORNIA",2018,"Neighbors ",11.23
"697","06101","SUTTER","CALIFORNIA",2018,"Neighbors ",16.53
"698","06103","TEHAMA","CALIFORNIA",2018,"Neighbors ",6.2
"699","06107","TULARE","CALIFORNIA",2018,"Neighbors ",18.26
"700","06111","VENTURA","CALIFORNIA",2018,"Neighbors ",14.47
"701","06113","YOLO","CALIFORNIA",2018,"Neighbors ",14.5
"702","06115","YUBA","CALIFORNIA",2018,"Neighbors ",25.52
"703","08013","BOULDER","COLORADO",2018,"Neighbors ",47.39
"704","08021","CONEJOS","COLORADO",2018,"Neighbors ",44.53
"705","08029","DELTA","COLORADO",2018,"Neighbors ",33.99
"706","08043","FREMONT","COLORADO",2018,"Neighbors ",18.83
"707","08045","GARFIELD","COLORADO",2018,"Neighbors ",21.63
"708","08049","GRAND","COLORADO",2018,"Neighbors ",34.67
"709","08051","GUNNISON","COLORADO",2018,"Neighbors ",32.12
"710","08057","JACKSON","COLORADO",2018,"Neighbors ",18.18
"711","08063","KIT CARSON","COLORADO",2018,"Neighbors ",12.12
"712","08067","LA PLATA","COLORADO",2018,"Neighbors ",25.32
"713","08069","LARIMER","COLORADO",2018,"Neighbors ",31.07
"714","08075","LOGAN","COLORADO",2018,"Neighbors ",17.36
"715","08077","MESA","COLORADO",2018,"Neighbors ",29.48
"716","08083","MONTEZUMA","COLORADO",2018,"Neighbors ",24.89
"717","08085","MONTROSE","COLORADO",2018,"Neighbors ",25.69
"718","08087","MORGAN","COLORADO",2018,"Neighbors ",21.89
"719","08089","OTERO","COLORADO",2018,"Neighbors ",40.06
"720","08095","PHILLIPS","COLORADO",2018,"Neighbors ",1.51
"721","08099","PROWERS","COLORADO",2018,"Neighbors ",4.12
"722","08101","PUEBLO","COLORADO",2018,"Neighbors ",56.74
"723","08103","RIO BLANCO","COLORADO",2018,"Neighbors ",23.13
"724","08115","SEDGWICK","COLORADO",2018,"Neighbors ",19.09
"725","08123","WELD","COLORADO",2018,"Neighbors ",31.86
"726","08125","YUMA","COLORADO",2018,"Neighbors ",7.17
"727","32001","CHURCHILL","NEVADA",2018,"Neighbors ",26.16
"728","32005","DOUGLAS","NEVADA",2018,"Neighbors ",18.71
"729","32007","ELKO","NEVADA",2018,"Neighbors ",30.88
"730","32013","HUMBOLDT","NEVADA",2018,"Neighbors ",24.52
"731","32019","LYON","NEVADA",2018,"Neighbors ",24.19
"732","32027","PERSHING","NEVADA",2018,"Neighbors ",30.72
"733","32031","WASHOE","NEVADA",2018,"Neighbors ",30.65
"734","35001","BERNALILLO","NEW MEXICO",2018,"Neighbors ",26.94
"735","35005","CHAVES","NEW MEXICO",2018,"Neighbors ",40.34
"736","35013","DONA ANA","NEW MEXICO",2018,"Neighbors ",28.15
"737","35025","LEA","NEW MEXICO",2018,"Neighbors ",31.94
"738","35035","OTERO","NEW MEXICO",2018,"Neighbors ",22.26
"739","35037","QUAY","NEW MEXICO",2018,"Neighbors ",22.3
"740","35039","RIO ARRIBA","NEW MEXICO",2018,"Neighbors ",19.47
"741","35043","SANDOVAL","NEW MEXICO",2018,"Neighbors ",18.86
"742","35045","SAN JUAN","NEW MEXICO",2018,"Neighbors ",35.05
"743","35053","SOCORRO","NEW MEXICO",2018,"Neighbors ",48.18
"744","35055","TAOS","NEW MEXICO",2018,"Neighbors ",51.08
"745","35061","VALENCIA","NEW MEXICO",2018,"Neighbors ",16.64
"746","49003","BOX ELDER","UTAH",2018,"Neighbors ",29.71
"747","49005","CACHE","UTAH",2018,"Neighbors ",25.51
"748","49007","CARBON","UTAH",2018,"Neighbors ",40.15
"749","49011","DAVIS","UTAH",2018,"Neighbors ",29.28
"750","49013","DUCHESNE","UTAH",2018,"Neighbors ",18.39
"751","49021","IRON","UTAH",2018,"Neighbors ",23.93
"752","49027","MILLARD","UTAH",2018,"Neighbors ",31.31
"753","49033","RICH","UTAH",2018,"Neighbors ",15.93
"754","49035","SALT LAKE","UTAH",2018,"Neighbors ",40
"755","49039","SANPETE","UTAH",2018,"Neighbors ",29.95
"756","49041","SEVIER","UTAH",2018,"Neighbors ",29.44
"757","49043","SUMMIT","UTAH",2018,"Neighbors ",31.36
"758","49045","TOOELE","UTAH",2018,"Neighbors ",23.29
"759","49047","UINTAH","UTAH",2018,"Neighbors ",26.62
"760","49049","UTAH","UTAH",2018,"Neighbors ",41.56
"761","49051","WASATCH","UTAH",2018,"Neighbors ",10.53
"762","49053","WASHINGTON","UTAH",2018,"Neighbors ",43.2
"763","49057","WEBER","UTAH",2018,"Neighbors ",25.74
"764","04003","COCHISE","ARIZONA",2018,"Internet",8.37
"765","04009","GRAHAM","ARIZONA",2018,"Internet",8.21
"766","04012","LA PAZ","ARIZONA",2018,"Internet",3.39
"767","04013","MARICOPA","ARIZONA",2018,"Internet",11.11
"768","04019","PIMA","ARIZONA",2018,"Internet",2.88
"769","04021","PINAL","ARIZONA",2018,"Internet",3.12
"770","04025","YAVAPAI","ARIZONA",2018,"Internet",26.82
"771","04027","YUMA","ARIZONA",2018,"Internet",4.18
"772","06007","BUTTE","CALIFORNIA",2018,"Internet",15.18
"773","06011","COLUSA","CALIFORNIA",2018,"Internet",5.17
"774","06013","CONTRA COSTA","CALIFORNIA",2018,"Internet",4.14
"775","06017","EL DORADO","CALIFORNIA",2018,"Internet",12.52
"776","06019","FRESNO","CALIFORNIA",2018,"Internet",12.14
"777","06021","GLENN","CALIFORNIA",2018,"Internet",10.81
"778","06025","IMPERIAL","CALIFORNIA",2018,"Internet",13.84
"779","06029","KERN","CALIFORNIA",2018,"Internet",8.35
"780","06031","KINGS","CALIFORNIA",2018,"Internet",10.5
"781","06035","LASSEN","CALIFORNIA",2018,"Internet",11.37
"782","06037","LOS ANGELES","CALIFORNIA",2018,"Internet",17.58
"783","06039","MADERA","CALIFORNIA",2018,"Internet",8.88
"784","06045","MENDOCINO","CALIFORNIA",2018,"Internet",3.81
"785","06047","MERCED","CALIFORNIA",2018,"Internet",9.86
"786","06049","MODOC","CALIFORNIA",2018,"Internet",2.66
"787","06053","MONTEREY","CALIFORNIA",2018,"Internet",7.59
"788","06055","NAPA","CALIFORNIA",2018,"Internet",8.25
"789","06057","NEVADA","CALIFORNIA",2018,"Internet",16.85
"790","06061","PLACER","CALIFORNIA",2018,"Internet",6.18
"791","06065","RIVERSIDE","CALIFORNIA",2018,"Internet",19.51
"792","06067","SACRAMENTO","CALIFORNIA",2018,"Internet",1.6
"793","06069","SAN BENITO","CALIFORNIA",2018,"Internet",2.12
"794","06071","SAN BERNARDINO","CALIFORNIA",2018,"Internet",15.29
"795","06073","SAN DIEGO","CALIFORNIA",2018,"Internet",11.52
"796","06077","SAN JOAQUIN","CALIFORNIA",2018,"Internet",12.89
"797","06079","SAN LUIS OBISPO","CALIFORNIA",2018,"Internet",14.56
"798","06083","SANTA BARBARA","CALIFORNIA",2018,"Internet",7.97
"799","06085","SANTA CLARA","CALIFORNIA",2018,"Internet",3.43
"800","06087","SANTA CRUZ","CALIFORNIA",2018,"Internet",2.27
"801","06089","SHASTA","CALIFORNIA",2018,"Internet",8.68
"802","06093","SISKIYOU","CALIFORNIA",2018,"Internet",5.52
"803","06095","SOLANO","CALIFORNIA",2018,"Internet",11.74
"804","06097","SONOMA","CALIFORNIA",2018,"Internet",15.89
"805","06099","STANISLAUS","CALIFORNIA",2018,"Internet",9.72
"806","06101","SUTTER","CALIFORNIA",2018,"Internet",2.96
"807","06103","TEHAMA","CALIFORNIA",2018,"Internet",6.35
"808","06107","TULARE","CALIFORNIA",2018,"Internet",12.63
"809","06111","VENTURA","CALIFORNIA",2018,"Internet",9.98
"810","06113","YOLO","CALIFORNIA",2018,"Internet",13.23
"811","06115","YUBA","CALIFORNIA",2018,"Internet",10
"812","08013","BOULDER","COLORADO",2018,"Internet",0.54
"813","08021","CONEJOS","COLORADO",2018,"Internet",3.65
"814","08029","DELTA","COLORADO",2018,"Internet",2.33
"815","08043","FREMONT","COLORADO",2018,"Internet",3.59
"816","08045","GARFIELD","COLORADO",2018,"Internet",6.67
"817","08049","GRAND","COLORADO",2018,"Internet",0
"818","08051","GUNNISON","COLORADO",2018,"Internet",0.52
"819","08057","JACKSON","COLORADO",2018,"Internet",6.06
"820","08063","KIT CARSON","COLORADO",2018,"Internet",0
"821","08067","LA PLATA","COLORADO",2018,"Internet",4.68
"822","08069","LARIMER","COLORADO",2018,"Internet",1.43
"823","08075","LOGAN","COLORADO",2018,"Internet",18.06
"824","08077","MESA","COLORADO",2018,"Internet",4.07
"825","08083","MONTEZUMA","COLORADO",2018,"Internet",3.28
"826","08085","MONTROSE","COLORADO",2018,"Internet",1.79
"827","08087","MORGAN","COLORADO",2018,"Internet",6.44
"828","08089","OTERO","COLORADO",2018,"Internet",1.28
"829","08095","PHILLIPS","COLORADO",2018,"Internet",8.68
"830","08099","PROWERS","COLORADO",2018,"Internet",27.84
"831","08101","PUEBLO","COLORADO",2018,"Internet",4.96
"832","08103","RIO BLANCO","COLORADO",2018,"Internet",0
"833","08115","SEDGWICK","COLORADO",2018,"Internet",7.27
"834","08123","WELD","COLORADO",2018,"Internet",5.65
"835","08125","YUMA","COLORADO",2018,"Internet",13.49
"836","32001","CHURCHILL","NEVADA",2018,"Internet",0.82
"837","32005","DOUGLAS","NEVADA",2018,"Internet",1.75
"838","32007","ELKO","NEVADA",2018,"Internet",7.35
"839","32013","HUMBOLDT","NEVADA",2018,"Internet",12.26
"840","32019","LYON","NEVADA",2018,"Internet",0.72
"841","32027","PERSHING","NEVADA",2018,"Internet",4.39
"842","32031","WASHOE","NEVADA",2018,"Internet",2.51
"843","35001","BERNALILLO","NEW MEXICO",2018,"Internet",5.97
"844","35005","CHAVES","NEW MEXICO",2018,"Internet",13.69
"845","35013","DONA ANA","NEW MEXICO",2018,"Internet",5.87
"846","35025","LEA","NEW MEXICO",2018,"Internet",10.13
"847","35035","OTERO","NEW MEXICO",2018,"Internet",11.3
"848","35037","QUAY","NEW MEXICO",2018,"Internet",15.09
"849","35039","RIO ARRIBA","NEW MEXICO",2018,"Internet",7.76
"850","35043","SANDOVAL","NEW MEXICO",2018,"Internet",4.23
"851","35045","SAN JUAN","NEW MEXICO",2018,"Internet",0.1
"852","35053","SOCORRO","NEW MEXICO",2018,"Internet",0
"853","35055","TAOS","NEW MEXICO",2018,"Internet",7.13
"854","35061","VALENCIA","NEW MEXICO",2018,"Internet",3.12
"855","49003","BOX ELDER","UTAH",2018,"Internet",8.59
"856","49005","CACHE","UTAH",2018,"Internet",5.54
"857","49007","CARBON","UTAH",2018,"Internet",0
"858","49011","DAVIS","UTAH",2018,"Internet",0
"859","49013","DUCHESNE","UTAH",2018,"Internet",3.5
"860","49021","IRON","UTAH",2018,"Internet",5.18
"861","49027","MILLARD","UTAH",2018,"Internet",6.26
"862","49033","RICH","UTAH",2018,"Internet",0
"863","49035","SALT LAKE","UTAH",2018,"Internet",2.96
"864","49039","SANPETE","UTAH",2018,"Internet",0.61
"865","49041","SEVIER","UTAH",2018,"Internet",4.1
"866","49043","SUMMIT","UTAH",2018,"Internet",3.71
"867","49045","TOOELE","UTAH",2018,"Internet",0
"868","49047","UINTAH","UTAH",2018,"Internet",0
"869","49049","UTAH","UTAH",2018,"Internet",4.82
"870","49051","WASATCH","UTAH",2018,"Internet",0
"871","49053","WASHINGTON","UTAH",2018,"Internet",0
"872","49057","WEBER","UTAH",2018,"Internet",4.19
