"","fips","Total_water_use","heads","lb","COMMODITY_DESC","CLASS_DESC","UNIT_DESC","SHORT_DESC","STATE_FIPS_CODE","STATE_ALPHA","STATE_NAME","COUNTY_CODE","COUNTY_NAME"
"127","49015",16583.9339061062,10634,8107056.09,"CATTLE","CALVES","HEAD","CATTLE, CALVES - SALES, MEASURED IN HEAD","49","UT","UTAH","015","EMERY"
"128","49017",14320.8955507824,10220,7000769.79,"CATTLE","GE 500 LBS","HEAD","CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD","49","UT","UTAH","017","GARFIELD"
"129","49019",4714.52899662473,2849,2304697.5,"CATTLE","CALVES","HEAD","CATTLE, CALVES - SALES, MEASURED IN HEAD","49","UT","UTAH","019","GRAND"
"130","49021",27652.0705737956,20827,13517714.7,"CATTLE","CALVES","HEAD","CATTLE, CALVES - SALES, MEASURED IN HEAD","49","UT","UTAH","021","IRON"
"131","49023",13745.3215710341,10244,6719400.45,"CATTLE","GE 500 LBS","HEAD","CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD","49","UT","UTAH","023","JUAB"
"132","49025",9477.44111690703,6339,4633047.09,"CATTLE","CALVES","HEAD","CATTLE, CALVES - SALES, MEASURED IN HEAD","49","UT","UTAH","025","KANE"
"133","49027",40490.304265112,29146,19793685.24,"CATTLE","CALVES","HEAD","CATTLE, CALVES - SALES, MEASURED IN HEAD","49","UT","UTAH","027","MILLARD"
"134","49029",6522.5664927892,4305,3188556.63,"CATTLE","GE 500 LBS","HEAD","CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD","49","UT","UTAH","029","MORGAN"
"135","49031",13121.8142374962,7947,6414598.89,"CATTLE","GE 500 LBS","HEAD","CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD","49","UT","UTAH","031","PIUTE"
"136","49033",29985.109358699,23355,14658220.71,"CATTLE","CALVES","HEAD","CATTLE, CALVES - SALES, MEASURED IN HEAD","49","UT","UTAH","033","RICH"
"137","49037",13361.2980055232,8629,6531670.53,"CATTLE","GE 500 LBS","HEAD","CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD","49","UT","UTAH","037","SAN JUAN"
"138","49039",56376.5291193618,37708,27559666.26,"CATTLE","ALL CLASSES","HEAD","CATTLE, ON FEED - SALES FOR SLAUGHTER, MEASURED IN HEAD","49","UT","UTAH","039","SANPETE"
"139","49041",71304.0379257441,50198,34856978.94,"CATTLE","CALVES","HEAD","CATTLE, CALVES - SALES, MEASURED IN HEAD","49","UT","UTAH","041","SEVIER"
"140","49043",22350.8689782142,13811,10926222.3,"CATTLE","GE 500 LBS","HEAD","CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD","49","UT","UTAH","043","SUMMIT"
"141","49045",18244.2020251611,11948,8918678.16,"CATTLE","ALL CLASSES","HEAD","CATTLE, ON FEED - SALES FOR SLAUGHTER, MEASURED IN HEAD","49","UT","UTAH","045","TOOELE"
"142","49047",40407.215403498,27346,19753067.25,"CATTLE","GE 500 LBS","HEAD","CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD","49","UT","UTAH","047","UINTAH"
"143","49049",37477.615526235,32036,18320932.35,"CATTLE","ALL CLASSES","HEAD","CATTLE, ON FEED - SALES FOR SLAUGHTER, MEASURED IN HEAD","49","UT","UTAH","049","UTAH"
"144","49051",323.215710340595,209,158004,"CATTLE","ALL CLASSES","HEAD","CATTLE, ON FEED - SALES FOR SLAUGHTER, MEASURED IN HEAD","49","UT","UTAH","051","WASATCH"
"145","49053",17743.2692236882,12376,8673797.16,"CATTLE","ALL CLASSES","HEAD","CATTLE, ON FEED - SALES FOR SLAUGHTER, MEASURED IN HEAD","49","UT","UTAH","053","WASHINGTON"
"146","49055",13539.2470696533,8531,6618660.93,"CATTLE","GE 500 LBS","HEAD","CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD","49","UT","UTAH","055","WAYNE"
"147","49057",10911.6708806382,8075,5334170.31,"CATTLE","GE 500 LBS","HEAD","CATTLE, GE 500 LBS - SALES, MEASURED IN HEAD","49","UT","UTAH","057","WEBER"
"148","04001",30.9582,189,0,"CHICKENS","ROOSTERS","HEAD","CHICKENS, ROOSTERS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","001","APACHE"
"149","04003",1082.0628,6606,0,"CHICKENS","PULLETS, REPLACEMENT","HEAD","CHICKENS, PULLETS, REPLACEMENT - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","003","COCHISE"
"150","04005",33.0876,202,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","005","COCONINO"
"151","04007",25.2252,154,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","007","GILA"
"152","04009",22.2768,136,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","009","GRAHAM"
"153","04011",12.7764,78,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","011","GREENLEE"
"154","04013",281.782639644063,1941,747.84,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","013","MARICOPA"
"155","04015",42.8748312979441,436,590.4,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","015","MOHAVE"
"156","04017",217.405567413317,1517,642.88,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","017","NAVAJO"
"157","04019",189.770468978214,1357,672.4,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","019","PIMA"
"158","04021",28.1600104326481,230,196.8,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","021","PINAL"
"159","04025",280.291524087143,10382,29378.96,"CHICKENS","ROOSTERS","HEAD","CHICKENS, ROOSTERS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","025","YAVAPAI"
"160","04027",0.392513040810064,75,246,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","027","YUMA"
"161","08001",298.917913715864,2458,2145.12,"CHICKENS","PULLETS, REPLACEMENT","HEAD","CHICKENS, PULLETS, REPLACEMENT - SALES, MEASURED IN HEAD","08","CO","COLORADO","001","ADAMS"
"162","08005",96.5312602638846,1296,2394.4,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","005","ARAPAHOE"
"163","08007",18.4853434182264,169,190.24,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","007","ARCHULETA"
"164","08013",44.5658915618288,1153,2984.8,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","013","BOULDER"
"165","08021",30.303,185,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","021","CONEJOS"
"166","08025",125.865049831237,1417,2197.6,"CHICKENS","ROOSTERS","HEAD","CHICKENS, ROOSTERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","025","CROWLEY"
"167","08027",6.48240312979441,57,59.04,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","027","CUSTER"
"168","08029",106.031724884934,3384,9272.56,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","029","DELTA"
"169","08035",456.60535280761,2896,367.36,"CHICKENS","PULLETS, REPLACEMENT","HEAD","CHICKENS, PULLETS, REPLACEMENT - SALES, MEASURED IN HEAD","08","CO","COLORADO","035","DOUGLAS"
"170","08037",43.2432,264,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","037","EAGLE"
"171","08039",630.353062902731,5312,4959.36,"CHICKENS","ROOSTERS","HEAD","CHICKENS, ROOSTERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","039","ELBERT"
"172","08041",970.601461368518,8123,7445.6,"CHICKENS","PULLETS, REPLACEMENT","HEAD","CHICKENS, PULLETS, REPLACEMENT - SALES, MEASURED IN HEAD","08","CO","COLORADO","041","EL PASO"
"173","08043",110.135566001841,1411,2502.64,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","043","FREMONT"
"174","08045",74.3045966247315,806,1193.92,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","045","GARFIELD"
"175","08047",9.1728,56,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","047","GILPIN"
"176","08049",21.4578,131,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","049","GRAND"
"177","08051",46.2932353482663,665,1295.6,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","051","GUNNISON"
"178","08055",6.2244,38,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","055","HUERFANO"
"179","08059",21.7854,133,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","059","JEFFERSON"
"180","08061",221.13,1350,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","061","KIOWA"
"181","08067",188.363468487266,2088,3178.32,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","067","LA PLATA"
"182","08069",268.173030991102,7006,18190.88,"CHICKENS","ROOSTERS","HEAD","CHICKENS, ROOSTERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","069","LARIMER"
"183","08071",61.425,375,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","071","LAS ANIMAS"
"184","08073",62.244,380,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","073","LINCOLN"
"185","08077",92.2633790119668,632,232.88,"CHICKENS","PULLETS, REPLACEMENT","HEAD","CHICKENS, PULLETS, REPLACEMENT - SALES, MEASURED IN HEAD","08","CO","COLORADO","077","MESA"
"186","08081",4.7502,29,0,"CHICKENS","ROOSTERS","HEAD","CHICKENS, ROOSTERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","081","MOFFAT"
"187","08083",101.501641730592,852,787.2,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","083","MONTEZUMA"
"188","08085",10.1111359312673,1932,6336.96,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","085","MONTROSE"
"189","08087",190.602046946916,1425,885.6,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","087","MORGAN"
"190","08089",15.2334,93,0,"CHICKENS","ROOSTERS","HEAD","CHICKENS, ROOSTERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","089","OTERO"
"191","08091",9.5004,58,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","091","OURAY"
"192","08093",9.009,55,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","093","PARK"
"193","08097",7.8624,48,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","097","PITKIN"
"194","08101",48.5293286897821,456,541.2,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","101","PUEBLO"
"195","08103",5.2416,32,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","103","RIO BLANCO"
"196","08105",4.4226,27,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","105","RIO GRANDE"
"197","08107",30.2423088677508,234,167.28,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","107","ROUTT"
"198","08117",0.209340288432034,40,131.2,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","117","SUMMIT"
"199","08119",6.7158,41,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","119","TELLER"
"200","08121",13.923,85,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","121","WASHINGTON"
"201","08123",462364.9758,2822741,0,"CHICKENS","ROOSTERS","HEAD","CHICKENS, ROOSTERS - SALES, MEASURED IN HEAD","08","CO","COLORADO","123","WELD"
"202","32003",2.9484,18,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","32","NV","NEVADA","003","CLARK"
"203","32005",25.7166,157,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","32","NV","NEVADA","005","DOUGLAS"
"204","32007",0.785026081620129,150,492,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","32","NV","NEVADA","007","ELKO"
"205","32019",19.0008,116,0,"CHICKENS","PULLETS, REPLACEMENT","HEAD","CHICKENS, PULLETS, REPLACEMENT - SALES, MEASURED IN HEAD","32","NV","NEVADA","019","LYON"
"206","32023",252.618345504756,1610,229.6,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","32","NV","NEVADA","023","NYE"
"207","32027",4.17350260816201,40,49.2,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","32","NV","NEVADA","027","PERSHING"
"208","32031",27.6822,169,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","32","NV","NEVADA","031","WASHOE"
"209","35001",877.558862595888,5706,1180.8,"CHICKENS","ROOSTERS","HEAD","CHICKENS, ROOSTERS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","001","BERNALILLO"
"210","35003",14.0868,86,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","003","CATRON"
"211","35005",44.6436689782142,471,672.4,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","005","CHAVES"
"212","35006",73.71,450,0,"CHICKENS","PULLETS, REPLACEMENT","HEAD","CHICKENS, PULLETS, REPLACEMENT - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","006","CIBOLA"
"213","35007",19.656,120,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","007","COLFAX"
"214","35009",68.796,420,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","009","CURRY"
"215","35013",63.063,385,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","013","DONA ANA"
"216","35015",48.6078312979441,471,590.4,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","015","EDDY"
"217","35017",10.3194,63,0,"CHICKENS","ROOSTERS","HEAD","CHICKENS, ROOSTERS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","017","GRANT"
"218","35025",7.2072,44,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","025","LEA"
"219","35027",20.3112,124,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","027","LINCOLN"
"220","35031",17.6904,108,0,"CHICKENS","ROOSTERS","HEAD","CHICKENS, ROOSTERS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","031","MCKINLEY"
"221","35033",33.4152,204,0,"CHICKENS","PULLETS, REPLACEMENT","HEAD","CHICKENS, PULLETS, REPLACEMENT - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","033","MORA"
"222","35035",20.0716457809144,563,1492.4,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","035","OTERO"
"223","35039",139.23,850,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","039","RIO ARRIBA"
"224","35043",45.2088,276,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","043","SANDOVAL"
"225","35045",61.0974,373,0,"CHICKENS","ROOSTERS","HEAD","CHICKENS, ROOSTERS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","045","SAN JUAN"
"226","35047",2.9484,18,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","047","SAN MIGUEL"
"227","35049",10.9678929733047,399,1125.04,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","049","SANTA FE"
"228","35051",11.6298,71,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","051","SIERRA"
"229","35053",82.3914,503,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","053","SOCORRO"
"230","35055",34.7256,212,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","055","TAOS"
"231","35061",24.0786,147,0,"CHICKENS","PULLETS, REPLACEMENT","HEAD","CHICKENS, PULLETS, REPLACEMENT - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","061","VALENCIA"
"232","49003",110.415514759129,1313,2164.8,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","49","UT","UTAH","003","BOX ELDER"
"233","49007",74.0376,452,0,"CHICKENS","ROOSTERS","HEAD","CHICKENS, ROOSTERS - SALES, MEASURED IN HEAD","49","UT","UTAH","007","CARBON"
"234","49011",12.1353392451672,107,111.52,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","49","UT","UTAH","011","DAVIS"
"235","49013",143.1612,874,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","49","UT","UTAH","013","DUCHESNE"
"236","49015",18.018,110,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","49","UT","UTAH","015","EMERY"
"237","49021",6.552,40,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","49","UT","UTAH","021","IRON"
"238","49025",2.457,15,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","49","UT","UTAH","025","KANE"
"239","49029",0.601853329242099,115,377.2,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","49","UT","UTAH","029","MORGAN"
"240","49035",18.837,115,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","49","UT","UTAH","035","SALT LAKE"
"241","49037",37.0188,226,0,"CHICKENS","PULLETS, REPLACEMENT","HEAD","CHICKENS, PULLETS, REPLACEMENT - SALES, MEASURED IN HEAD","49","UT","UTAH","037","SAN JUAN"
"242","49039",79.9344,488,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","49","UT","UTAH","039","SANPETE"
"243","49041",380.514370297637,2900,1954.88,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","49","UT","UTAH","041","SEVIER"
"244","49043",33.510502485425,404,675.68,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","49","UT","UTAH","043","SUMMIT"
"245","49047",109.058451979135,2811,7268.48,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","49","UT","UTAH","047","UINTAH"
"246","49049",19.9569705431114,329,701.92,"CHICKENS","BROILERS","HEAD","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","49","UT","UTAH","049","UTAH"
"247","49051",14.4144,88,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","49","UT","UTAH","051","WASATCH"
"248","49053",452.2518,2761,0,"CHICKENS","PULLETS, REPLACEMENT","HEAD","CHICKENS, PULLETS, REPLACEMENT - SALES, MEASURED IN HEAD","49","UT","UTAH","053","WASHINGTON"
"249","49055",12.4488,76,0,"CHICKENS","LAYERS","HEAD","CHICKENS, LAYERS - SALES, MEASURED IN HEAD","49","UT","UTAH","055","WAYNE"
"250","49057",62.4711517643449,484,347.68,"CHICKENS","ROOSTERS","HEAD","CHICKENS, ROOSTERS - SALES, MEASURED IN HEAD","49","UT","UTAH","057","WEBER"
"251","04001",92.9538999693157,259,42074.55,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","001","APACHE"
"252","04003",312.597864375575,871,141493.95,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","003","COCHISE"
"253","04005",98.3373304694692,274,44511.3,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","005","COCONINO"
"254","04007",3.23005830009205,9,1462.05,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","007","GILA"
"255","04009",146.070414237496,407,66117.15,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","009","GRAHAM"
"256","04012",646.011660018411,1800,292410,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","012","LAPAZ"
"257","04013",1011.00824792881,2817,457621.65,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","013","MARICOPA"
"258","04015",30.8650015342129,86,13970.7,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","015","MOHAVE"
"259","04021",93.3127953359926,260,42237,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","021","PINAL"
"260","04025",49.8864559680884,139,22580.55,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","025","YAVAPAI"
"261","04027",255.533501073949,712,115664.4,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","027","YUMA"
"262","08005",297.524258975146,829,134671.05,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","005","ARAPAHOE"
"263","08007",3.94784903344584,11,1786.95,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","007","ARCHULETA"
"264","08013",265.223675974225,739,120050.55,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","013","BOULDER"
"265","08015",53.8343050015342,150,24367.5,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","015","CHAFFEE"
