"","fips","Total_water_use","heads","lb","COMMODITY_DESC","CLASS_DESC","UNIT_DESC","SHORT_DESC","STATE_FIPS_CODE","STATE_ALPHA","STATE_NAME","COUNTY_CODE","COUNTY_NAME"
"266","08017",17.9447683338447,50,8122.5,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","017","CHEYENNE"
"267","08021",111.616459036514,311,50521.95,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","021","CONEJOS"
"268","08025",161.502915004603,450,73102.5,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","025","CROWLEY"
"269","08027",30.1472108008592,84,13645.8,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","027","CUSTER"
"270","08029",460.821650813133,1284,208585.8,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","029","DELTA"
"271","08035",34.8128505676588,97,15757.65,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","035","DOUGLAS"
"272","08037",10.7668610003068,30,4873.5,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","037","EAGLE"
"273","08039",244.048849340288,680,110466,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","039","ELBERT"
"274","08041",206.005940472538,574,93246.3,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","041","EL PASO"
"275","08043",136.38023933722,380,61731,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","043","FREMONT"
"276","08045",87.2115741024854,243,39475.35,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","045","GARFIELD"
"277","08049",9.33127953359926,26,4223.7,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","049","GRAND"
"278","08051",11.4846517336606,32,5198.4,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","051","GUNNISON"
"279","08055",4.30674440012274,12,1949.4,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","055","HUERFANO"
"280","08067",199.186928505677,555,90159.75,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","067","LA PLATA"
"281","08069",250.867861307149,699,113552.55,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","069","LARIMER"
"282","08071",12.2024424670144,34,5523.3,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","071","LAS ANIMAS"
"283","08073",236.512046640074,659,107054.55,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","073","LINCOLN"
"284","08075",16462.8893648358,45871,7451743.95,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","075","LOGAN"
"285","08077",429.238858545566,1196,194290.2,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","077","MESA"
"286","08081",156.478379871126,436,70828.2,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","081","MOFFAT"
"287","08083",93.3127953359926,260,42237,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","083","MONTEZUMA"
"288","08085",761.575968088371,2122,344718.9,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","085","MONTROSE"
"289","08087",174.064252838294,485,78788.25,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","087","MORGAN"
"290","08089",97.9784351027923,273,44348.85,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","089","OTERO"
"291","08093",22.9693034673213,64,10396.8,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","093","PARK"
"292","08101",7604.27502915004,21188,3441990.6,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","101","PUEBLO"
"293","08103",14.3558146670758,40,6498,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","103","RIO BLANCO"
"294","08105",74.6502362687941,208,33789.6,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","105","RIO GRANDE"
"295","08107",47.733083768027,133,21605.85,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","107","ROUTT"
"296","08109",15.7913961337834,44,7147.8,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","109","SAGUACHE"
"297","08117",5.38343050015342,15,2436.75,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","117","SUMMIT"
"298","08121",2902.02793494937,8086,1313570.7,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","121","WASHINGTON"
"299","08123",1926.55032832157,5368,872031.6,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","08","CO","COLORADO","123","WELD"
"300","32001",49.5275606014115,138,22418.1,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","32","NV","NEVADA","001","CHURCHILL"
"301","32017",10.7668610003068,30,4873.5,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","32","NV","NEVADA","017","LINCOLN"
"302","32019",23.3281988339982,65,10559.25,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","32","NV","NEVADA","019","LYON"
"303","32023",10.7668610003068,30,4873.5,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","32","NV","NEVADA","023","NYE"
"304","35001",236.153151273397,658,106892.1,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","001","BERNALILLO"
"305","35005",12.2024424670144,34,5523.3,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","005","CHAVES"
"306","35006",53.1165142681804,148,24042.6,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","006","CIBOLA"
"307","35009",48.8097698680577,136,22093.2,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","009","CURRY"
"308","35013",7.1779073335379,20,3249,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","013","DONA ANA"
"309","35015",64.9600613685179,181,29403.45,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","015","EDDY"
"310","35017",5.38343050015342,15,2436.75,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","017","GRANT"
"311","35019",33.0183737342743,92,14945.4,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","019","GUADALUPE"
"312","35027",6.46011660018411,18,2924.1,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","027","LINCOLN"
"313","35031",16.5091868671372,46,7472.7,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","031","MCKINLEY"
"314","35033",2.15337220006137,6,974.7,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","033","MORA"
"315","35035",10.0490702669531,28,4548.6,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","035","OTERO"
"316","35037",33.0183737342743,92,14945.4,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","037","QUAY"
"317","35039",11.8435471003375,33,5360.85,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","039","RIO ARRIBA"
"318","35041",64.2422706351642,179,29078.55,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","041","ROOSEVELT"
"319","35043",15.4325007671065,43,6985.35,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","043","SANDOVAL"
"320","35045",125.97227370359,351,57019.95,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","045","SAN JUAN"
"321","35047",80.7514575023013,225,36551.25,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","047","SAN MIGUEL"
"322","35049",138.892506903958,387,62868.15,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","049","SANTA FE"
"323","35053",43.4263393679043,121,19656.45,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","053","SOCORRO"
"324","35055",17.9447683338447,50,8122.5,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","055","TAOS"
"325","35057",54.1932003682111,151,24529.95,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","057","TORRANCE"
"326","35059",6.46011660018411,18,2924.1,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","059","UNION"
"327","35061",59.2177355016876,165,26804.25,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","061","VALENCIA"
"328","49001",493579.825406566,1375275,223413423.75,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","001","BEAVER"
"329","49003",235.435360540043,656,106567.2,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","003","BOX ELDER"
"330","49007",33.3772691009512,93,15107.85,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","007","CARBON"
"331","49009",35.8895366676895,100,16245,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","009","DAGGETT"
"332","49011",274.554955507824,765,124274.25,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","011","DAVIS"
"333","49013",126.690064436944,353,57344.85,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","013","DUCHESNE"
"334","49015",144.993728137465,404,65629.8,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","015","EMERY"
"335","49017",18.6625590671985,52,8447.4,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","017","GARFIELD"
"336","49023",4.66563976679963,13,2111.85,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","023","JUAB"
"337","49025",13.2791285670451,37,6010.65,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","025","KANE"
"338","49027",107.668610003068,300,48735,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","027","MILLARD"
"339","49029",73.9324455354403,206,33464.7,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","029","MORGAN"
"340","49033",2.87116293341516,8,1299.6,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","033","RICH"
"341","49035",127.766750536975,356,57832.2,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","035","SALT LAKE"
"342","49037",90.0827370359006,251,40774.95,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","037","SAN JUAN"
"343","49039",272.76047867444,760,123462,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","039","SANPETE"
"344","49041",335.20827247622,934,151728.3,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","041","SEVIER"
"345","49043",79.3158760355937,221,35901.45,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","043","SUMMIT"
"346","49045",239.742104940166,668,108516.6,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","045","TOOELE"
"347","49047",239.383209573489,667,108354.15,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","047","UINTAH"
"348","49049",708.100558453513,1973,320513.85,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","049","UTAH"
"349","49051",38.4018042344277,107,17382.15,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","051","WASATCH"
"350","49053",59.2177355016876,165,26804.25,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","053","WASHINGTON"
"351","49057",59.9355262350414,167,27129.15,"HOGS","ALL CLASSES","HEAD","HOGS - SALES, MEASURED IN HEAD","49","UT","UTAH","057","WEBER"
"352","04013",2.87377944154649,114,1808.04,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","013","MARICOPA"
"353","04015",0.151251549555078,6,95.16,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","015","MOHAVE"
"354","04017",1.18480380484811,47,745.42,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","017","NAVAJO"
"355","04019",1.26042957962565,50,793,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","019","PIMA"
"356","04021",1.71418422829089,68,1078.48,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","021","PINAL"
"357","04025",8.41966959189936,334,5297.24,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","04","AZ","ARIZONA","025","YAVAPAI"
"358","08001",1.76460141147591,70,1110.2,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","001","ADAMS"
"359","08005",1.86543577784597,74,1173.64,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","005","ARAPAHOE"
"360","08007",1.86543577784597,74,1173.64,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","007","ARCHULETA"
"361","08013",8.87342424056459,352,5582.72,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","013","BOULDER"
"362","08025",1.28563817121817,51,808.86,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","025","CROWLEY"
"363","08029",1.43688972077324,57,904.02,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","029","DELTA"
"364","08035",2.14273028536361,85,1348.1,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","035","DOUGLAS"
"365","08037",6.50381663086836,258,4091.88,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","037","EAGLE"
"366","08039",6.90715409634857,274,4345.64,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","039","ELBERT"
"367","08041",15.7301611537281,624,9896.64,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","041","EL PASO"
"368","08043",1.10917803007057,44,697.84,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","043","FREMONT"
"369","08045",0.25208591592513,10,158.6,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","045","GARFIELD"
"370","08059",1.99147873580853,79,1252.94,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","059","JEFFERSON"
"371","08061",3.78128873887696,150,2379,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","061","KIOWA"
"372","08067",2.79815366676895,111,1760.46,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","067","LA PLATA"
"373","08069",14.8226518563977,588,9325.68,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","069","LARIMER"
"374","08075",0.403337465480209,16,253.76,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","075","LOGAN"
"375","08077",11.2430318502608,446,7073.56,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","077","MESA"
"376","08083",3.75608014728444,149,2363.14,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","083","MONTEZUMA"
"377","08085",4.28546057072722,170,2696.2,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","085","MONTROSE"
"378","08101",0.403337465480209,16,253.76,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","101","PUEBLO"
"379","08107",0.756257747775391,30,475.8,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","107","ROUTT"
"380","08117",0.201668732740104,8,126.88,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","117","SUMMIT"
"381","08121",0.226877324332617,9,142.74,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","121","WASHINGTON"
"382","08123",4.03337465480209,160,2537.6,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","08","CO","COLORADO","123","WELD"
"383","32003",0.90750929733047,36,570.96,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","32","NV","NEVADA","003","CLARK"
"384","32007",0.151251549555078,6,95.16,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","32","NV","NEVADA","007","ELKO"
"385","32013",0.151251549555078,6,95.16,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","32","NV","NEVADA","013","HUMBOLDT"
"386","32019",0.932717888922983,37,586.82,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","32","NV","NEVADA","019","LYON"
"387","32031",1.1595952132556,46,729.56,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","32","NV","NEVADA","031","WASHOE"
"388","35001",3.22669972384167,128,2030.08,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","001","BERNALILLO"
"389","35006",1.3612639459957,54,856.44,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","006","CIBOLA"
"390","35009",0.126042957962565,5,79.3,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","009","CURRY"
"391","35013",0.857092114145443,34,539.24,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","013","DONA ANA"
"392","35015",1.58814127032832,63,999.18,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","015","EDDY"
"393","35031",0.453754648665235,18,285.48,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","031","MCKINLEY"
"394","35037",0.882300705737956,35,555.1,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","037","QUAY"
"395","35043",0.83188352255293,33,523.38,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","043","SANDOVAL"
"396","35045",2.74773648358392,109,1728.74,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","045","SAN JUAN"
"397","35049",0.806674930960417,32,507.52,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","049","SANTA FE"
"398","35055",0.201668732740104,8,126.88,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","055","TAOS"
"399","35061",0.453754648665235,18,285.48,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","35","NM","NEW MEXICO","061","VALENCIA"
"400","49003",3.32753409021172,132,2093.52,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","49","UT","UTAH","003","BOX ELDER"
"401","49011",5.24338705124271,208,3298.88,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","49","UT","UTAH","011","DAVIS"
"402","49013",0.201668732740104,8,126.88,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","49","UT","UTAH","013","DUCHESNE"
"403","49029",0.90750929733047,36,570.96,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","49","UT","UTAH","029","MORGAN"
"404","49039",147940.955638417,5868672,93077137.92,"TURKEYS","ALL CLASSES","HEAD","TURKEYS, PRODUCTION CONTRACT - PRODUCTION, MEASURED IN HEAD","49","UT","UTAH","039","SANPETE"
"405","49043",0.983135072108009,39,618.54,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","49","UT","UTAH","043","SUMMIT"
"406","49047",7.56257747775391,300,4758,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","49","UT","UTAH","047","UINTAH"
"407","49049",2.06710451058607,82,1300.52,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","49","UT","UTAH","049","UTAH"
"408","49051",0.302503099110156,12,190.32,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","49","UT","UTAH","051","WASATCH"
"409","49057",25.5110946916232,1012,16050.32,"TURKEYS","ALL CLASSES","HEAD","TURKEYS - SALES, MEASURED IN HEAD","49","UT","UTAH","057","WEBER"
